output_area,lsoa,iomd_rank,iomd_decile
D083155004131,D08315,98,3
D083155005047,D08315,98,3
D083155005051,D08315,98,3
D083155006008,D08315,98,3
D083155006033,D08315,98,3
D083155006050,D08315,98,3
D083155007003,D08315,98,3
D083155007056,D08315,98,3
D083155007073,D08315,98,3
D083155007107,D08315,98,3
D083155007125,D08315,98,3
D083155008016,D08315,98,3
D083155008052,D08315,98,3
D083155009013,D08315,98,3
D083155009030,D08315,98,3
D083155009043,D08315,98,3
D083155010039,D08315,98,3
D083155010070,D08315,98,3
D083155011115,D08315,98,3
D083155011132,D08315,98,3
D083155012004,D08315,98,3
D083155012007,D08315,98,3
D083155012022,D08315,98,3
D083155012074,D08315,98,3
D083155012111,D08315,98,3
D083155013041,D08315,98,3
D083155013094,D08315,98,3
D083155013095,D08315,98,3
D083155014028,D08315,98,3
D083155014089,D08315,98,3
D083155014098,D08315,98,3
D083155015037,D08315,98,3
D083155015102,D08315,98,3
D083155016108,D08315,98,3
D083155016130,D08315,98,3
D083155017031,D08315,98,3
D083155017113,D08315,98,3
D083165001009,D08316,139,4
D083165001036,D08316,139,4
D083165001045,D08316,139,4
D083165002003,D08316,139,4
D083165002010,D08316,139,4
D083165002055,D08316,139,4
D083165003011,D08316,139,4
D083165003024,D08316,139,4
D083165003039,D08316,139,4
D083165003043,D08316,139,4
D083165003054,D08316,139,4
D083165004017,D08316,139,4
D083165004020,D08316,139,4
D083165004049,D08316,139,4
D083165004053,D08316,139,4
D083165005002,D08316,139,4
D083165005012,D08316,139,4
D083165005013,D08316,139,4
D083165005037,D08316,139,4
D083165005038,D08316,139,4
D083165005051,D08316,139,4
D083165006014,D08316,139,4
D083165006042,D08316,139,4
D083165006056,D08316,139,4
D083170005005,D08317,142,4
D083170031031,D08317,142,4
D083170051051,D08317,142,4
D083170057057,D08317,142,4
D083170141141,D08317,142,4
D083170151151,D08317,142,4
D083170153153,D08317,142,4
D083175001001,D08317,142,4
D083175001068,D08317,142,4
D083175001116,D08317,142,4
D083175001118,D08317,142,4
D083175002026,D08317,142,4
D083175002073,D08317,142,4
D083175002113,D08317,142,4
D083175002114,D08317,142,4
D083175002152,D08317,142,4
D083175003009,D08317,142,4
D083175003034,D08317,142,4
D083175003097,D08317,142,4
D083175004029,D08317,142,4
D083175004040,D08317,142,4
D083175004046,D08317,142,4
D083175004078,D08317,142,4
D083175004129,D08317,142,4
D083175005039,D08317,142,4
D083175005041,D08317,142,4
D083175006056,D08317,142,4
D083175006102,D08317,142,4
D083175006126,D08317,142,4
D083175007059,D08317,142,4
D083175007065,D08317,142,4
D083175008008,D08317,142,4
D083175008098,D08317,142,4
D083175009067,D08317,142,4
D083175009089,D08317,142,4
D083175009110,D08317,142,4
D083175010021,D08317,142,4
D083175010047,D08317,142,4
D083175010096,D08317,142,4
D083175010100,D08317,142,4
D083175010122,D08317,142,4
D083175011121,D08317,142,4
D083175011127,D08317,142,4
D083175012075,D08317,142,4
D083175012150,D08317,142,4
D083175013093,D08317,142,4
D083175013145,D08317,142,4
D083175014011,D08317,142,4
D083175014085,D08317,142,4
D083175014088,D08317,142,4
D083175014146,D08317,142,4
D083179971971,D08317,142,4
D083250012012,D08325,121,3
D083255001014,D08325,121,3
D083255001071,D08325,121,3
D083255002015,D08325,121,3
D083255002045,D08325,121,3
D083255002070,D08325,121,3
D083255003011,D08325,121,3
D083255003049,D08325,121,3
D083255003064,D08325,121,3
D083255003069,D08325,121,3
D083255003072,D08325,121,3
D083255004050,D08325,121,3
D083255004051,D08325,121,3
D083255005001,D08325,121,3
D083255005024,D08325,121,3
D083255005036,D08325,121,3
D083255005053,D08325,121,3
D083255006057,D08325,121,3
D083255006061,D08325,121,3
D083255007009,D08325,121,3
D083255007060,D08325,121,3
D083260003003,D08326,146,4
D083260005005,D08326,146,4
D083260031031,D08326,146,4
D083260052052,D08326,146,4
D083260068068,D08326,146,4
D083265001006,D08326,146,4
D083265001012,D08326,146,4
D083265001027,D08326,146,4
D083265002017,D08326,146,4
D083265002020,D08326,146,4
D083265003054,D08326,146,4
D083265003055,D08326,146,4
D083265003060,D08326,146,4
D083265004010,D08326,146,4
D083265004037,D08326,146,4
D083265004041,D08326,146,4
D083265004061,D08326,146,4
D083265004065,D08326,146,4
D083265004074,D08326,146,4
D083265004075,D08326,146,4
D083275001004,D08327,106,3
D083275001008,D08327,106,3
D083275001016,D08327,106,3
D083275001027,D08327,106,3
D083275001030,D08327,106,3
D083275001036,D08327,106,3
D083275001041,D08327,106,3
D083275002007,D08327,106,3
D083275002009,D08327,106,3
D083275002013,D08327,106,3
D083275002019,D08327,106,3
D083275002029,D08327,106,3
D083275002040,D08327,106,3
D083275002051,D08327,106,3
D083275003018,D08327,106,3
D083275003025,D08327,106,3
D083275004002,D08327,106,3
D083275004005,D08327,106,3
D083275004006,D08327,106,3
D083275004010,D08327,106,3
D083275004011,D08327,106,3
D083275004017,D08327,106,3
D083275004023,D08327,106,3
D083275004033,D08327,106,3
D083275004046,D08327,106,3
D083275005012,D08327,106,3
D083275005020,D08327,106,3
D083275005048,D08327,106,3
D083275005049,D08327,106,3
D083275006038,D08327,106,3
D083275006050,D08327,106,3
D083275006054,D08327,106,3
D083275006055,D08327,106,3
D083275006056,D08327,106,3
D083275006057,D08327,106,3
D083350035035,D08335,141,4
D083350063063,D08335,141,4
D083350080080,D08335,141,4
D083355001001,D08335,141,4
D083355001022,D08335,141,4
D083355001097,D08335,141,4
D083355002015,D08335,141,4
D083355002026,D08335,141,4
D083355002028,D08335,141,4
D083355003025,D08335,141,4
D083355003055,D08335,141,4
D083355003061,D08335,141,4
D083355004002,D08335,141,4
D083355004043,D08335,141,4
D083355004066,D08335,141,4
D083355005075,D08335,141,4
D083355005077,D08335,141,4
D083355005081,D08335,141,4
D083355005100,D08335,141,4
D083355006021,D08335,141,4
D083355006057,D08335,141,4
D083355006079,D08335,141,4
D083355006096,D08335,141,4
D083355006098,D08335,141,4
D083355006099,D08335,141,4
D083360014014,D08336,190,5
D083360084084,D08336,190,5
D083360087087,D08336,190,5
D083360091091,D08336,190,5
D083360105105,D08336,190,5
D083360107107,D08336,190,5
D083365001045,D08336,190,5
D083365001104,D08336,190,5
D083365003043,D08336,190,5
D083365003050,D08336,190,5
D083365004069,D08336,190,5
D083365004082,D08336,190,5
D083365005006,D08336,190,5
D083365005078,D08336,190,5
D083365006004,D08336,190,5
D083365006010,D08336,190,5
D083365006025,D08336,190,5
D083365006079,D08336,190,5
D083365006080,D08336,190,5
D083365006089,D08336,190,5
D083365006090,D08336,190,5
D083365006094,D08336,190,5
D083365006096,D08336,190,5
D083365007034,D08336,190,5
D083365007036,D08336,190,5
D083365007057,D08336,190,5
D083365007081,D08336,190,5
D083365008008,D08336,190,5
D083365008019,D08336,190,5
D083365008024,D08336,190,5
D083365008073,D08336,190,5
D083365008075,D08336,190,5
D083365008100,D08336,190,5
D083365009103,D08336,190,5
D083365009106,D08336,190,5
D083370002002,D08337,241,6
D083370038038,D08337,241,6
D083370062062,D08337,241,6
D083370066066,D08337,241,6
D083370106106,D08337,241,6
D083370116116,D08337,241,6
D083375001022,D08337,241,6
D083375001127,D08337,241,6
D083375002030,D08337,241,6
D083375002060,D08337,241,6
D083375002070,D08337,241,6
D083375003053,D08337,241,6
D083375003125,D08337,241,6
D083375004039,D08337,241,6
D083375004128,D08337,241,6
D083375005049,D08337,241,6
D083375005076,D08337,241,6
D083375005090,D08337,241,6
D083375005096,D08337,241,6
D083375006013,D08337,241,6
D083375006027,D08337,241,6
D083375006045,D08337,241,6
D083375006051,D08337,241,6
D083375006059,D08337,241,6
D083375006097,D08337,241,6
D083375006108,D08337,241,6
D083375007032,D08337,241,6
D083375007065,D08337,241,6
D083375007118,D08337,241,6
D083375007126,D08337,241,6
D083375008123,D08337,241,6
D083375008124,D08337,241,6
D084150014014,D08415,62,2
D084150019019,D08415,62,2
D084150059059,D08415,62,2
D084150061061,D08415,62,2
D084150073073,D08415,62,2
D084150080080,D08415,62,2
D084150091091,D08415,62,2
D084150092092,D08415,62,2
D084150093093,D08415,62,2
D084155001089,D08415,62,2
D084155001090,D08415,62,2
D084155002029,D08415,62,2
D084155002050,D08415,62,2
D084155002062,D08415,62,2
D084155003027,D08415,62,2
D084155003048,D08415,62,2
D084155003053,D08415,62,2
D084155004060,D08415,62,2
D084155004087,D08415,62,2
D084155005028,D08415,62,2
D084155005039,D08415,62,2
D084155005078,D08415,62,2
D084155005088,D08415,62,2
D084155006034,D08415,62,2
D084155006058,D08415,62,2
D084155006085,D08415,62,2
D084159086086,D08415,62,2
D084160009009,D08416,29,1
D084160022022,D08416,29,1
D084160023023,D08416,29,1
D084160041041,D08416,29,1
D084160048048,D08416,29,1
D084165001011,D08416,29,1
D084165001015,D08416,29,1
D084165001026,D08416,29,1
D084165002006,D08416,29,1
D084165002025,D08416,29,1
D084165002031,D08416,29,1
D084165003018,D08416,29,1
D084165003036,D08416,29,1
D084165003049,D08416,29,1
D084165003050,D08416,29,1
D084170013013,D08417,123,3
D084170025025,D08417,123,3
D084170054054,D08417,123,3
D084175001010,D08417,123,3
D084175001079,D08417,123,3
D084175002002,D08417,123,3
D084175002022,D08417,123,3
D084175003008,D08417,123,3
D084175003023,D08417,123,3
D084175004031,D08417,123,3
D084175004036,D08417,123,3
D084175004051,D08417,123,3
D084175005044,D08417,123,3
D084175005045,D08417,123,3
D084175005047,D08417,123,3
D084175006014,D08417,123,3
D084175006015,D08417,123,3
D084175006016,D08417,123,3
D084175006029,D08417,123,3
D084175006052,D08417,123,3
D084175006057,D08417,123,3
D084175006071,D08417,123,3
D084175006078,D08417,123,3
D084175007063,D08417,123,3
D084175007075,D08417,123,3
D084210000000,D08421,20,1
D084250039039,D08425,72,2
D084250108108,D08425,72,2
D084250141141,D08425,72,2
D084255001002,D08425,72,2
D084255001004,D08425,72,2
D084255002017,D08425,72,2
D084255002020,D08425,72,2
D084255003028,D08425,72,2
D084255003066,D08425,72,2
D084255003140,D08425,72,2
D084255004014,D08425,72,2
D084255004031,D08425,72,2
D084255004135,D08425,72,2
D084255005033,D08425,72,2
D084255005050,D08425,72,2
D084255005088,D08425,72,2
D084255005093,D08425,72,2
D084255006064,D08425,72,2
D084255006110,D08425,72,2
D084255006137,D08425,72,2
D084255006138,D08425,72,2
D084255007071,D08425,72,2
D084255007079,D08425,72,2
D084255007084,D08425,72,2
D084255007134,D08425,72,2
D084255007139,D08425,72,2
D084255008005,D08425,72,2
D084255008011,D08425,72,2
D084255008013,D08425,72,2
D084255008019,D08425,72,2
D084255008022,D08425,72,2
D084255008024,D08425,72,2
D084255008062,D08425,72,2
D084255008072,D08425,72,2
D084255008083,D08425,72,2
D084255008085,D08425,72,2
D084255008092,D08425,72,2
D084255008097,D08425,72,2
D084255008112,D08425,72,2
D084255008130,D08425,72,2
D084255009008,D08425,72,2
D084255009075,D08425,72,2
D084255010035,D08425,72,2
D084255010036,D08425,72,2
D084255010052,D08425,72,2
D084255010055,D08425,72,2
D084255010073,D08425,72,2
D084255010081,D08425,72,2
D084255010090,D08425,72,2
D084255010091,D08425,72,2
D084255010098,D08425,72,2
D084255010104,D08425,72,2
D084255010123,D08425,72,2
D084255010124,D08425,72,2
D084255010125,D08425,72,2
D084260134134,D08426,53,2
D084265001005,D08426,53,2
D084265001006,D08426,53,2
D084265001013,D08426,53,2
D084265001020,D08426,53,2
D084265001036,D08426,53,2
D084265001064,D08426,53,2
D084265001078,D08426,53,2
D084265001090,D08426,53,2
D084265001109,D08426,53,2
D084265001118,D08426,53,2
D084265002014,D08426,53,2
D084265002062,D08426,53,2
D084265003011,D08426,53,2
D084265003021,D08426,53,2
D084265003038,D08426,53,2
D084265003058,D08426,53,2
D084265003071,D08426,53,2
D084265003074,D08426,53,2
D084265003120,D08426,53,2
D084265003128,D08426,53,2
D084265004019,D08426,53,2
D084265004031,D08426,53,2
D084265004044,D08426,53,2
D084265004065,D08426,53,2
D084265004066,D08426,53,2
D084265005001,D08426,53,2
D084265005028,D08426,53,2
D084265005070,D08426,53,2
D084265005073,D08426,53,2
D084265006043,D08426,53,2
D084265006087,D08426,53,2
D084265006113,D08426,53,2
D084265006135,D08426,53,2
D084265007008,D08426,53,2
D084265007035,D08426,53,2
D084265007045,D08426,53,2
D084265007067,D08426,53,2
D084265007097,D08426,53,2
D084265007121,D08426,53,2
D084265007124,D08426,53,2
D084265008100,D08426,53,2
D084265008117,D08426,53,2
D084265009108,D08426,53,2
D084265009125,D08426,53,2
D084350035035,D08435,21,1
D084355001013,D08435,21,1
D084355001029,D08435,21,1
D084355001030,D08435,21,1
D084355002016,D08435,21,1
D084355002024,D08435,21,1
D084355003005,D08435,21,1
D084355003034,D08435,21,1
D084355003045,D08435,21,1
D084355003067,D08435,21,1
D084355004010,D08435,21,1
D084355004018,D08435,21,1
D084355004036,D08435,21,1
D084355004054,D08435,21,1
D084355004066,D08435,21,1
D084355005015,D08435,21,1
D084355005020,D08435,21,1
D084355005052,D08435,21,1
D084355006042,D08435,21,1
D084355006057,D08435,21,1
D084355007047,D08435,21,1
D084355007053,D08435,21,1
D084355007059,D08435,21,1
D084360008008,D08436,94,3
D084360010010,D08436,94,3
D084360049049,D08436,94,3
D084360052052,D08436,94,3
D084360094094,D08436,94,3
D084365001005,D08436,94,3
D084365001019,D08436,94,3
D084365001024,D08436,94,3
D084365001027,D08436,94,3
D084365001032,D08436,94,3
D084365001040,D08436,94,3
D084365001047,D08436,94,3
D084365001053,D08436,94,3
D084365001067,D08436,94,3
D084365001077,D08436,94,3
D084365001093,D08436,94,3
D084365002009,D08436,94,3
D084365002014,D08436,94,3
D084365003018,D08436,94,3
D084365003039,D08436,94,3
D084365003069,D08436,94,3
D084365003079,D08436,94,3
D084365004003,D08436,94,3
D084365004004,D08436,94,3
D084365004055,D08436,94,3
D084365005011,D08436,94,3
D084365005012,D08436,94,3
D084365005013,D08436,94,3
D084365005064,D08436,94,3
D084365005082,D08436,94,3
D084365006078,D08436,94,3
D084365006085,D08436,94,3
D084365007001,D08436,94,3
D084365007006,D08436,94,3
D084365007081,D08436,94,3
D084365008083,D08436,94,3
D084365008095,D08436,94,3
D084365009087,D08436,94,3
D084365009096,D08436,94,3
D084370086086,D08437,212,6
D084375001031,D08437,212,6
D084375001047,D08437,212,6
D084375001082,D08437,212,6
D084375001114,D08437,212,6
D084375002053,D08437,212,6
D084375002076,D08437,212,6
D084375002101,D08437,212,6
D084375003072,D08437,212,6
D084375003078,D08437,212,6
D084375003123,D08437,212,6
D084375004056,D08437,212,6
D084375004088,D08437,212,6
D084375004118,D08437,212,6
D084375004124,D08437,212,6
D084375005044,D08437,212,6
D084375005100,D08437,212,6
D084375006005,D08437,212,6
D084375006008,D08437,212,6
D084375006059,D08437,212,6
D084375006065,D08437,212,6
D084375006104,D08437,212,6
D084375006105,D08437,212,6
D084375007102,D08437,212,6
D084375007107,D08437,212,6
D091610000000,D09161,6,1
D091620000000,D09162,4,1
D091630000000,D09163,101,3
D091710111111,D09171,78,2
D091710112112,D09171,78,2
D091710113113,D09171,78,2
D091710117117,D09171,78,2
D091710118118,D09171,78,2
D091710125125,D09171,78,2
D091710127127,D09171,78,2
D091710131131,D09171,78,2
D091710132132,D09171,78,2
D091710133133,D09171,78,2
D091710137137,D09171,78,2
D091715101114,D09171,78,2
D091715101124,D09171,78,2
D091715102116,D09171,78,2
D091715102119,D09171,78,2
D091715102122,D09171,78,2
D091715102134,D09171,78,2
D091715103123,D09171,78,2
D091715103130,D09171,78,2
D091715104115,D09171,78,2
D091715104126,D09171,78,2
D091715104129,D09171,78,2
D091715106121,D09171,78,2
D091715106135,D09171,78,2
D091720111111,D09172,209,5
D091720112112,D09172,209,5
D091720114114,D09172,209,5
D091720115115,D09172,209,5
D091720116116,D09172,209,5
D091720117117,D09172,209,5
D091720118118,D09172,209,5
D091720122122,D09172,209,5
D091720124124,D09172,209,5
D091720128128,D09172,209,5
D091720129129,D09172,209,5
D091720130130,D09172,209,5
D091720131131,D09172,209,5
D091720132132,D09172,209,5
D091720134134,D09172,209,5
D091729452452,D09172,209,5
D091729454454,D09172,209,5
D091730111111,D09173,38,1
D091730112112,D09173,38,1
D091730118118,D09173,38,1
D091730120120,D09173,38,1
D091730123123,D09173,38,1
D091730124124,D09173,38,1
D091730126126,D09173,38,1
D091730130130,D09173,38,1
D091730131131,D09173,38,1
D091730134134,D09173,38,1
D091730135135,D09173,38,1
D091730137137,D09173,38,1
D091730145145,D09173,38,1
D091730147147,D09173,38,1
D091735107113,D09173,38,1
D091735107115,D09173,38,1
D091735108133,D09173,38,1
D091735108142,D09173,38,1
D091735109127,D09173,38,1
D091735109140,D09173,38,1
D091735109141,D09173,38,1
D091739451451,D09173,38,1
D091739452452,D09173,38,1
D091740111111,D09174,25,1
D091740113113,D09174,25,1
D091740115115,D09174,25,1
D091740118118,D09174,25,1
D091740121121,D09174,25,1
D091740122122,D09174,25,1
D091740126126,D09174,25,1
D091740131131,D09174,25,1
D091740136136,D09174,25,1
D091740141141,D09174,25,1
D091740143143,D09174,25,1
D091740147147,D09174,25,1
D091740150150,D09174,25,1
D091740151151,D09174,25,1
D091745110135,D09174,25,1
D091745110137,D09174,25,1
D091745110146,D09174,25,1
D091750111111,D09175,9,1
D091750115115,D09175,9,1
D091750118118,D09175,9,1
D091750122122,D09175,9,1
D091750123123,D09175,9,1
D091750124124,D09175,9,1
D091750127127,D09175,9,1
D091750132132,D09175,9,1
D091750133133,D09175,9,1
D091750135135,D09175,9,1
D091750137137,D09175,9,1
D091750139139,D09175,9,1
D091755112112,D09175,9,1
D091755112119,D09175,9,1
D091755112136,D09175,9,1
D091755114113,D09175,9,1
D091755114114,D09175,9,1
D091755114116,D09175,9,1
D091755114121,D09175,9,1
D091755114128,D09175,9,1
D091755114131,D09175,9,1
D091759451451,D09175,9,1
D091759452452,D09175,9,1
D091759453453,D09175,9,1
D091760112112,D09176,27,1
D091760114114,D09176,27,1
D091760118118,D09176,27,1
D091760120120,D09176,27,1
D091760121121,D09176,27,1
D091760123123,D09176,27,1
D091760126126,D09176,27,1
D091760129129,D09176,27,1
D091760131131,D09176,27,1
D091760132132,D09176,27,1
D091760137137,D09176,27,1
D091760138138,D09176,27,1
D091760139139,D09176,27,1
D091760143143,D09176,27,1
D091760148148,D09176,27,1
D091760161161,D09176,27,1
D091760164164,D09176,27,1
D091760166166,D09176,27,1
D091760167167,D09176,27,1
D091765115155,D09176,27,1
D091765115160,D09176,27,1
D091765115165,D09176,27,1
D091765116116,D09176,27,1
D091765116124,D09176,27,1
D091765118111,D09176,27,1
D091765118122,D09176,27,1
D091765118149,D09176,27,1
D091765119147,D09176,27,1
D091765119150,D09176,27,1
D091765119153,D09176,27,1
D091769451451,D09176,27,1
D091770113113,D09177,39,1
D091770115115,D09177,39,1
D091770117117,D09177,39,1
D091770118118,D09177,39,1
D091770119119,D09177,39,1
D091770120120,D09177,39,1
D091770123123,D09177,39,1
D091770127127,D09177,39,1
D091770130130,D09177,39,1
D091770137137,D09177,39,1
D091770139139,D09177,39,1
D091775120114,D09177,39,1
D091775120135,D09177,39,1
D091775121142,D09177,39,1
D091775121144,D09177,39,1
D091775123116,D09177,39,1
D091775123133,D09177,39,1
D091775124131,D09177,39,1
D091775124134,D09177,39,1
D091775125121,D09177,39,1
D091775125122,D09177,39,1
D091775125124,D09177,39,1
D091775125138,D09177,39,1
D091775126112,D09177,39,1
D091775126126,D09177,39,1
D091775126143,D09177,39,1
D091780116116,D09178,15,1
D091780120120,D09178,15,1
D091780122122,D09178,15,1
D091780123123,D09178,15,1
D091780124124,D09178,15,1
D091780130130,D09178,15,1
D091780133133,D09178,15,1
D091780136136,D09178,15,1
D091780137137,D09178,15,1
D091780138138,D09178,15,1
D091780140140,D09178,15,1
D091780143143,D09178,15,1
D091780144144,D09178,15,1
D091780145145,D09178,15,1
D091785127113,D09178,15,1
D091785127150,D09178,15,1
D091785129125,D09178,15,1
D091785129132,D09178,15,1
D091785129142,D09178,15,1
D091785129155,D09178,15,1
D091785130115,D09178,15,1
D091785130129,D09178,15,1
D091785130156,D09178,15,1
D091785130157,D09178,15,1
D091790113113,D09179,16,1
D091790117117,D09179,16,1
D091790118118,D09179,16,1
D091790119119,D09179,16,1
D091790121121,D09179,16,1
D091790123123,D09179,16,1
D091790126126,D09179,16,1
D091790134134,D09179,16,1
D091790138138,D09179,16,1
D091790142142,D09179,16,1
D091790145145,D09179,16,1
D091790149149,D09179,16,1
D091795131111,D09179,16,1
D091795131114,D09179,16,1
D091795131128,D09179,16,1
D091795131130,D09179,16,1
D091795131132,D09179,16,1
D091795131136,D09179,16,1
D091795131137,D09179,16,1
D091795131140,D09179,16,1
D091795132125,D09179,16,1
D091795132131,D09179,16,1
D091795132147,D09179,16,1
D091800112112,D09180,111,3
D091800116116,D09180,111,3
D091800117117,D09180,111,3
D091800118118,D09180,111,3
D091800122122,D09180,111,3
D091800123123,D09180,111,3
D091800124124,D09180,111,3
D091800125125,D09180,111,3
D091800126126,D09180,111,3
D091800134134,D09180,111,3
D091800136136,D09180,111,3
D091805133113,D09180,111,3
D091805133129,D09180,111,3
D091805135115,D09180,111,3
D091805135135,D09180,111,3
D091805136114,D09180,111,3
D091805136119,D09180,111,3
D091805136127,D09180,111,3
D091805136131,D09180,111,3
D091805137128,D09180,111,3
D091805137132,D09180,111,3
D091805137133,D09180,111,3
D091809451451,D09180,111,3
D091810113113,D09181,35,1
D091810114114,D09181,35,1
D091810116116,D09181,35,1
D091810122122,D09181,35,1
D091810128128,D09181,35,1
D091810130130,D09181,35,1
D091810132132,D09181,35,1
D091810144144,D09181,35,1
D091810145145,D09181,35,1
D091815138121,D09181,35,1
D091815138143,D09181,35,1
D091815139126,D09181,35,1
D091815139127,D09181,35,1
D091815139131,D09181,35,1
D091815140134,D09181,35,1
D091815140138,D09181,35,1
D091815141124,D09181,35,1
D091815141140,D09181,35,1
D091815141141,D09181,35,1
D091815142111,D09181,35,1
D091815142129,D09181,35,1
D091815142133,D09181,35,1
D091815142135,D09181,35,1
D091815142137,D09181,35,1
D091815142142,D09181,35,1
D091815143115,D09181,35,1
D091815143123,D09181,35,1
D091815143139,D09181,35,1
D091815144118,D09181,35,1
D091815144120,D09181,35,1
D091815144146,D09181,35,1
D091819451451,D09181,35,1
D091820111111,D09182,33,1
D091820112112,D09182,33,1
D091820114114,D09182,33,1
D091820116116,D09182,33,1
D091820119119,D09182,33,1
D091820120120,D09182,33,1
D091820123123,D09182,33,1
D091820124124,D09182,33,1
D091820125125,D09182,33,1
D091820127127,D09182,33,1
D091820129129,D09182,33,1
D091820131131,D09182,33,1
D091820132132,D09182,33,1
D091820133133,D09182,33,1
D091820134134,D09182,33,1
D091820136136,D09182,33,1
D091820137137,D09182,33,1
D091830112112,D09183,152,4
D091830113113,D09183,152,4
D091830114114,D09183,152,4
D091830119119,D09183,152,4
D091830127127,D09183,152,4
D091830128128,D09183,152,4
D091830135135,D09183,152,4
D091830144144,D09183,152,4
D091830148148,D09183,152,4
D091835145120,D09183,152,4
D091835145138,D09183,152,4
D091835146118,D09183,152,4
D091835146147,D09183,152,4
D091835147123,D09183,152,4
D091835147140,D09183,152,4
D091835148122,D09183,152,4
D091835148124,D09183,152,4
D091835148145,D09183,152,4
D091835149115,D09183,152,4
D091835149129,D09183,152,4
D091835150125,D09183,152,4
D091835150132,D09183,152,4
D091835150143,D09183,152,4
D091835150151,D09183,152,4
D091835151134,D09183,152,4
D091835151136,D09183,152,4
D091835152116,D09183,152,4
D091835152130,D09183,152,4
D091835152131,D09183,152,4
D091835183126,D09183,152,4
D091835183139,D09183,152,4
D091839451451,D09183,152,4
D091840112112,D09184,2,1
D091840113113,D09184,2,1
D091840114114,D09184,2,1
D091840118118,D09184,2,1
D091840119119,D09184,2,1
D091840120120,D09184,2,1
D091840121121,D09184,2,1
D091840122122,D09184,2,1
D091840123123,D09184,2,1
D091840127127,D09184,2,1
D091840129129,D09184,2,1
D091840130130,D09184,2,1
D091840131131,D09184,2,1
D091840132132,D09184,2,1
D091840134134,D09184,2,1
D091840135135,D09184,2,1
D091840136136,D09184,2,1
D091840137137,D09184,2,1
D091840138138,D09184,2,1
D091840139139,D09184,2,1
D091840140140,D09184,2,1
D091840141141,D09184,2,1
D091840142142,D09184,2,1
D091840144144,D09184,2,1
D091840145145,D09184,2,1
D091840146146,D09184,2,1
D091840147147,D09184,2,1
D091840148148,D09184,2,1
D091840149149,D09184,2,1
D091849452452,D09184,2,1
D091849454454,D09184,2,1
D091849457457,D09184,2,1
D091850113113,D09185,90,3
D091850125125,D09185,90,3
D091850127127,D09185,90,3
D091850139139,D09185,90,3
D091850140140,D09185,90,3
D091850149149,D09185,90,3
D091850150150,D09185,90,3
D091850153153,D09185,90,3
D091850158158,D09185,90,3
D091850163163,D09185,90,3
D091850168168,D09185,90,3
D091855154118,D09185,90,3
D091855154157,D09185,90,3
D091855155116,D09185,90,3
D091855155123,D09185,90,3
D091855155131,D09185,90,3
D091855155143,D09185,90,3
D091855155166,D09185,90,3
D091860113113,D09186,26,1
D091860125125,D09186,26,1
D091860128128,D09186,26,1
D091860132132,D09186,26,1
D091860137137,D09186,26,1
D091860139139,D09186,26,1
D091860143143,D09186,26,1
D091860146146,D09186,26,1
D091860149149,D09186,26,1
D091860151151,D09186,26,1
D091860152152,D09186,26,1
D091860158158,D09186,26,1
D091860162162,D09186,26,1
D091865156116,D09186,26,1
D091865156122,D09186,26,1
D091865157126,D09186,26,1
D091865157130,D09186,26,1
D091865158144,D09186,26,1
D091865158147,D09186,26,1
D091870113113,D09187,60,2
D091870114114,D09187,60,2
D091870116116,D09187,60,2
D091870117117,D09187,60,2
D091870118118,D09187,60,2
D091870120120,D09187,60,2
D091870122122,D09187,60,2
D091870124124,D09187,60,2
D091870125125,D09187,60,2
D091870126126,D09187,60,2
D091870128128,D09187,60,2
D091870129129,D09187,60,2
D091870130130,D09187,60,2
D091870131131,D09187,60,2
D091870132132,D09187,60,2
D091870134134,D09187,60,2
D091870137137,D09187,60,2
D091870142142,D09187,60,2
D091870148148,D09187,60,2
D091870150150,D09187,60,2
D091870154154,D09187,60,2
D091870156156,D09187,60,2
D091870157157,D09187,60,2
D091870162162,D09187,60,2
D091870163163,D09187,60,2
D091870165165,D09187,60,2
D091870167167,D09187,60,2
D091870168168,D09187,60,2
D091870169169,D09187,60,2
D091870172172,D09187,60,2
D091870174174,D09187,60,2
D091870176176,D09187,60,2
D091870177177,D09187,60,2
D091870179179,D09187,60,2
D091870181181,D09187,60,2
D091870182182,D09187,60,2
D091875160121,D09187,60,2
D091875160123,D09187,60,2
D091875160138,D09187,60,2
D091875162139,D09187,60,2
D091875162145,D09187,60,2
D091875162173,D09187,60,2
D091875165164,D09187,60,2
D091875165170,D09187,60,2
D091875184159,D09187,60,2
D091875184186,D09187,60,2
D091879451451,D09187,60,2
D091879452452,D09187,60,2
D091880113113,D09188,3,1
D091880117117,D09188,3,1
D091880118118,D09188,3,1
D091880120120,D09188,3,1
D091880121121,D09188,3,1
D091880124124,D09188,3,1
D091880126126,D09188,3,1
D091880127127,D09188,3,1
D091880132132,D09188,3,1
D091880137137,D09188,3,1
D091880139139,D09188,3,1
D091880141141,D09188,3,1
D091880144144,D09188,3,1
D091880145145,D09188,3,1
D091889451451,D09188,3,1
D091890111111,D09189,88,3
D091890114114,D09189,88,3
D091890115115,D09189,88,3
D091890118118,D09189,88,3
D091890119119,D09189,88,3
D091890120120,D09189,88,3
D091890124124,D09189,88,3
D091890127127,D09189,88,3
D091890130130,D09189,88,3
D091890134134,D09189,88,3
D091890135135,D09189,88,3
D091890139139,D09189,88,3
D091890140140,D09189,88,3
D091890141141,D09189,88,3
